date	dep_time	arr_time	arr_delay
2013-03-21	808.0	902.0	-23.0
2013-03-21	1240.0	1342.0	-8.0
2013-03-21	1646.0	1809.0	-11.0
2013-03-21	2038.0	2151.0	21.0
2013-03-25	809.0	912.0	-13.0
2013-03-25	1248.0	1358.0	8.0
2013-03-25	0.0	0.0	0.0
2013-03-25	2038.0	2148.0	18.0
2013-03-26	806.0	910.0	-15.0
2013-03-26	1239.0	1334.0	-16.0
2013-03-26	1646.0	1752.0	-28.0
2013-03-26	2007.0	2112.0	-18.0
2013-03-28	804.0	906.0	-19.0
2013-03-28	1244.0	1341.0	-9.0
2013-03-28	1652.0	1805.0	-15.0
2013-03-28	2011.0	2124.0	-6.0
2013-03-29	806.0	909.0	-16.0
2013-03-29	1237.0	1337.0	-13.0
2013-03-29	1647.0	1755.0	-25.0
2013-03-29	2015.0	2122.0	-8.0
2013-03-31	807.0	912.0	-13.0
2013-03-31	1241.0	1346.0	-4.0
2013-03-31	1647.0	1746.0	-34.0
2013-03-31	2009.0	2120.0	-10.0
2013-04-01	804.0	901.0	-24.0
2013-04-01	1238.0	1338.0	-12.0
2013-04-01	1651.0	1822.0	2.0
2013-04-01	2012.0	2118.0	-12.0
2013-04-02	815.0	912.0	-18.0
2013-04-02	1242.0	1341.0	-9.0
2013-04-02	1552.0	1708.0	-12.0
2013-04-02	2000.0	2119.0	9.0
2013-04-09	816.0	917.0	-13.0
2013-04-09	1232.0	1323.0	-27.0
2013-04-09	1600.0	1708.0	-12.0
2013-04-09	1951.0	2058.0	-12.0
2013-04-10	820.0	924.0	-6.0
2013-04-10	1239.0	1336.0	-14.0
2013-04-10	1558.0	1705.0	-15.0
2013-04-10	2201.0	2256.0	106.0
2013-04-11	823.0	922.0	-8.0
2013-04-11	1236.0	1357.0	7.0
2013-04-11	1557.0	1708.0	-12.0
2013-04-11	2002.0	2124.0	14.0
2013-04-12	814.0	924.0	-6.0
2013-04-12	1400.0	1514.0	84.0
2013-04-12	1655.0	1848.0	88.0
2013-04-12	2033.0	2136.0	26.0
2013-04-13	816.0	911.0	-19.0
2013-04-13	1239.0	1330.0	-20.0
2013-04-13	1558.0	1712.0	-8.0
2013-04-13	2102.0	2219.0	69.0
2013-04-14	818.0	926.0	-4.0
2013-04-14	1237.0	1335.0	-15.0
2013-04-14	1555.0	1731.0	11.0
2013-04-14	2019.0	2134.0	24.0
2013-04-16	818.0	916.0	-14.0
2013-04-16	1244.0	1345.0	-5.0
2013-04-16	0.0	0.0	0.0
2013-04-16	0.0	0.0	0.0
2013-04-19	828.0	933.0	3.0
2013-04-19	1239.0	1341.0	-9.0
2013-04-19	1601.0	1743.0	23.0
2013-04-19	2022.0	2157.0	47.0
2013-04-20	820.0	930.0	0.0
2013-04-20	1239.0	1338.0	-12.0
2013-04-20	1552.0	1712.0	-8.0
2013-04-20	1952.0	2102.0	-8.0
2013-04-23	816.0	942.0	12.0
2013-04-23	1237.0	1332.0	-18.0
2013-04-23	1705.0	1855.0	95.0
2013-04-23	2137.0	2257.0	107.0
2013-04-24	812.0	917.0	-13.0
2013-04-24	1236.0	1334.0	-16.0
2013-04-24	1603.0	1728.0	8.0
2013-04-24	2111.0	2300.0	110.0
2013-04-25	815.0	932.0	2.0
2013-04-25	1241.0	1330.0	-20.0
2013-04-25	1603.0	1743.0	23.0
2013-04-25	1958.0	2121.0	11.0
2013-05-02	818.0	917.0	-13.0
2013-05-02	1238.0	1326.0	-24.0
2013-05-02	1556.0	1702.0	-18.0
2013-05-02	1956.0	2103.0	-7.0
2013-05-08	817.0	938.0	8.0
2013-05-08	1243.0	1423.0	33.0
2013-05-08	1625.0	1742.0	22.0
2013-05-08	2051.0	2225.0	75.0
2013-05-09	814.0	935.0	5.0
2013-05-09	1242.0	1411.0	21.0
2013-05-09	1714.0	1852.0	92.0
2013-05-09	2024.0	2139.0	29.0
2013-05-10	817.0	922.0	-8.0
2013-05-10	1241.0	1342.0	-8.0
2013-05-10	1557.0	1707.0	-13.0
2013-05-10	2022.0	2159.0	49.0
2013-05-11	815.0	928.0	-2.0
2013-05-11	1238.0	1403.0	13.0
2013-05-11	1558.0	1750.0	30.0
2013-05-11	2136.0	2248.0	98.0
2013-05-12	814.0	921.0	-9.0
2013-05-12	1242.0	1345.0	-5.0
2013-05-12	1553.0	1704.0	-16.0
2013-05-12	1948.0	2113.0	3.0
2013-05-15	811.0	915.0	-15.0
2013-05-15	1236.0	1348.0	-2.0
2013-05-15	1558.0	1703.0	-17.0
2013-05-15	1952.0	2121.0	11.0
2013-05-19	815.0	924.0	-6.0
2013-05-19	1237.0	1335.0	-15.0
2013-05-19	1715.0	1848.0	88.0
2013-05-19	2021.0	2156.0	46.0
2013-05-20	813.0	923.0	-7.0
2013-05-20	1238.0	1341.0	-9.0
2013-05-20	1559.0	1719.0	-1.0
2013-05-20	1953.0	2109.0	-1.0
2013-05-21	814.0	921.0	-9.0
2013-05-21	1241.0	1339.0	-11.0
2013-05-21	1600.0	1801.0	41.0
2013-05-21	2019.0	2138.0	28.0
2013-05-22	818.0	926.0	-4.0
2013-05-22	1240.0	1333.0	-17.0
2013-05-22	1649.0	1815.0	55.0
2013-05-22	2021.0	2202.0	52.0
2013-05-23	817.0	937.0	7.0
2013-05-23	1241.0	1347.0	-3.0
2013-05-23	1708.0	1829.0	69.0
2013-05-23	2238.0	5.0	175.0
2013-05-24	815.0	943.0	13.0
2013-05-24	1240.0	1347.0	-3.0
2013-05-24	1558.0	1733.0	13.0
2013-05-24	2123.0	2248.0	98.0
2013-05-25	816.0	938.0	8.0
2013-05-25	1239.0	1349.0	-1.0
2013-05-25	1650.0	1844.0	84.0
2013-05-25	1949.0	2111.0	1.0
2013-05-26	816.0	919.0	-11.0
2013-05-26	1238.0	1339.0	-11.0
2013-05-26	1557.0	1712.0	-8.0
2013-05-26	1949.0	2130.0	20.0
2013-05-29	820.0	922.0	-8.0
2013-05-29	1236.0	1340.0	-10.0
2013-05-29	1555.0	1656.0	-24.0
2013-05-29	1957.0	2126.0	16.0
2013-06-03	816.0	929.0	-1.0
2013-06-03	1239.0	1335.0	-15.0
2013-06-03	1556.0	1730.0	10.0
2013-06-03	1948.0	2057.0	-13.0
2013-06-06	817.0	918.0	-12.0
2013-06-06	1239.0	1329.0	-21.0
2013-06-06	1620.0	1721.0	1.0
2013-06-06	2013.0	2128.0	18.0
2013-06-07	817.0	932.0	2.0
2013-06-07	1242.0	1411.0	21.0
2013-06-07	1626.0	1755.0	35.0
2013-06-07	2111.0	2349.0	159.0
2013-06-08	815.0	913.0	-17.0
2013-06-08	1240.0	1333.0	-17.0
2013-06-08	1559.0	1710.0	-10.0
2013-06-08	1955.0	2100.0	-10.0
2013-06-10	814.0	916.0	-14.0
2013-06-10	1240.0	1331.0	-19.0
2013-06-10	1558.0	1713.0	-7.0
2013-06-10	2204.0	2331.0	141.0
2013-06-11	817.0	912.0	-18.0
2013-06-11	1240.0	1328.0	-22.0
2013-06-11	1629.0	1746.0	26.0
2013-06-11	2015.0	2141.0	31.0
2013-06-12	823.0	938.0	-12.0
2013-06-12	1238.0	1338.0	-17.0
2013-06-12	1556.0	1703.0	-37.0
2013-06-12	2014.0	2143.0	58.0
2013-06-13	825.0	949.0	-1.0
2013-06-13	1243.0	1346.0	-9.0
2013-06-13	1610.0	1755.0	15.0
2013-06-13	1920.0	2041.0	-4.0
2013-06-14	827.0	929.0	-21.0
2013-06-14	1242.0	1336.0	-19.0
2013-06-14	1601.0	1733.0	-7.0
2013-06-14	2042.0	2220.0	95.0
2013-06-17	824.0	928.0	-22.0
2013-06-17	1237.0	1334.0	-21.0
2013-06-17	1621.0	1743.0	3.0
2013-06-17	2058.0	2243.0	118.0
2013-06-18	826.0	923.0	-27.0
2013-06-18	1235.0	1327.0	-28.0
2013-06-18	1602.0	1751.0	11.0
2013-06-18	2020.0	2136.0	51.0
2013-06-23	829.0	932.0	-18.0
2013-06-23	1239.0	1341.0	-14.0
2013-06-23	1605.0	1724.0	-16.0
2013-06-23	1913.0	2047.0	2.0
2013-06-24	826.0	936.0	-14.0
2013-06-24	1235.0	1341.0	-14.0
2013-06-24	1602.0	1710.0	-30.0
2013-06-24	2118.0	2306.0	141.0
2013-06-25	826.0	934.0	-16.0
2013-06-25	1242.0	1339.0	-16.0
2013-06-25	1623.0	1812.0	32.0
2013-06-25	1955.0	2129.0	44.0
2013-06-26	826.0	933.0	-17.0
2013-06-26	1240.0	1337.0	-18.0
2013-06-26	1609.0	1723.0	-17.0
2013-06-26	1925.0	2044.0	-1.0
2013-06-27	832.0	933.0	-17.0
2013-06-27	1258.0	1401.0	6.0
2013-06-27	1712.0	1828.0	48.0
2013-06-27	2045.0	2349.0	184.0
2013-06-28	823.0	924.0	-26.0
2013-06-28	1243.0	1401.0	6.0
2013-06-28	1717.0	1848.0	68.0
2013-06-28	2050.0	2230.0	105.0
2013-06-29	824.0	931.0	-19.0
2013-06-29	1242.0	1340.0	-15.0
2013-06-29	1609.0	1719.0	-21.0
2013-06-29	1926.0	2104.0	19.0
2013-06-30	822.0	932.0	-18.0
2013-06-30	1238.0	1348.0	-7.0
2013-06-30	1613.0	1807.0	27.0
2013-06-30	2117.0	2248.0	123.0
2013-07-01	825.0	952.0	2.0
2013-07-01	1254.0	1414.0	19.0
2013-07-01	1604.0	1750.0	10.0
2013-07-01	2045.0	2147.0	62.0
2013-07-02	826.0	938.0	-12.0
2013-07-02	1248.0	1350.0	-5.0
2013-07-02	1610.0	1755.0	15.0
2013-07-02	2000.0	2202.0	77.0
2013-07-03	0.0	0.0	0.0
2013-07-03	1247.0	1349.0	-6.0
2013-07-03	1604.0	1722.0	-18.0
2013-07-03	1932.0	2126.0	41.0
2013-07-07	824.0	927.0	-23.0
2013-07-07	1240.0	1351.0	-4.0
2013-07-07	1600.0	1712.0	-28.0
2013-07-07	2043.0	2246.0	121.0
2013-07-08	824.0	930.0	-20.0
2013-07-08	1238.0	1341.0	-14.0
2013-07-08	1559.0	1738.0	-2.0
2013-07-08	1936.0	2051.0	6.0
2013-07-09	824.0	937.0	-13.0
2013-07-09	1330.0	1425.0	30.0
2013-07-09	1601.0	1754.0	14.0
2013-07-09	2125.0	2250.0	125.0
2013-07-10	823.0	952.0	2.0
2013-07-10	1239.0	1344.0	-11.0
2013-07-10	1601.0	1710.0	-30.0
2013-07-10	0.0	0.0	0.0
2013-07-11	826.0	944.0	-6.0
2013-07-11	1241.0	1407.0	12.0
2013-07-11	1639.0	1816.0	36.0
2013-07-11	1913.0	2034.0	-11.0
2013-07-13	836.0	939.0	-11.0
2013-07-13	1245.0	1342.0	-13.0
2013-07-13	1604.0	1701.0	-39.0
2013-07-13	2015.0	2154.0	69.0
2013-07-14	822.0	923.0	-27.0
2013-07-14	1239.0	1340.0	-15.0
2013-07-14	1604.0	1714.0	-26.0
2013-07-14	1916.0	2038.0	-7.0
2013-07-16	825.0	922.0	-28.0
2013-07-16	1241.0	1336.0	-19.0
2013-07-16	1603.0	1730.0	-10.0
2013-07-16	1942.0	2103.0	18.0
2013-07-23	830.0	933.0	-17.0
2013-07-23	1242.0	1429.0	34.0
2013-07-23	1617.0	1833.0	53.0
2013-07-23	2042.0	2228.0	103.0
2013-07-25	827.0	930.0	-20.0
2013-07-25	1238.0	1343.0	-12.0
2013-07-25	1611.0	1745.0	5.0
2013-07-25	2034.0	2156.0	71.0
2013-07-26	918.0	1039.0	49.0
2013-07-26	1309.0	1431.0	36.0
2013-07-26	1604.0	1713.0	-27.0
2013-07-26	1930.0	2040.0	-5.0
2013-07-28	823.0	923.0	-27.0
2013-07-28	1316.0	1410.0	15.0
2013-07-28	1559.0	1743.0	3.0
2013-07-28	2115.0	2315.0	150.0
2013-07-29	914.0	1012.0	22.0
2013-07-29	1241.0	1346.0	-9.0
2013-07-29	1600.0	1710.0	-30.0
2013-07-29	1923.0	2022.0	-23.0
2013-08-01	825.0	935.0	-15.0
2013-08-01	1240.0	1334.0	-21.0
2013-08-01	1726.0	1828.0	48.0
2013-08-01	1947.0	2111.0	26.0
2013-08-02	829.0	937.0	-13.0
2013-08-02	1244.0	1348.0	-7.0
2013-08-02	1600.0	1750.0	10.0
2013-08-02	1919.0	2030.0	-15.0
2013-08-04	828.0	925.0	-25.0
2013-08-04	1239.0	1344.0	-11.0
2013-08-04	1605.0	1802.0	22.0
2013-08-04	1922.0	2057.0	12.0
2013-08-08	832.0	1001.0	11.0
2013-08-08	1433.0	1542.0	107.0
2013-08-08	1559.0	1729.0	-11.0
2013-08-08	2129.0	2305.0	140.0
2013-08-09	826.0	954.0	4.0
2013-08-09	1245.0	1437.0	42.0
2013-08-09	1941.0	2139.0	239.0
2013-08-09	2111.0	2230.0	105.0
2013-08-13	826.0	938.0	-12.0
2013-08-13	1241.0	1355.0	0.0
2013-08-13	1601.0	1709.0	-31.0
2013-08-13	1924.0	2041.0	-4.0
2013-08-26	826.0	930.0	-20.0
2013-08-26	1243.0	1339.0	-16.0
2013-08-26	1604.0	1721.0	-19.0
2013-08-26	1918.0	2042.0	-3.0
2013-08-28	821.0	925.0	-10.0
2013-08-28	1459.0	1608.0	128.0
2013-08-28	1645.0	1905.0	120.0
2013-08-28	2210.0	2328.0	108.0
2013-08-29	822.0	930.0	-5.0
2013-08-29	1249.0	1418.0	18.0
2013-08-29	1600.0	1715.0	10.0
2013-08-29	2056.0	2210.0	30.0
2013-08-31	824.0	930.0	-5.0
2013-08-31	1250.0	1403.0	3.0
2013-08-31	1538.0	1655.0	-10.0
2013-08-31	2025.0	2134.0	-6.0
2013-09-01	820.0	928.0	-7.0
2013-09-01	1247.0	1352.0	-8.0
2013-09-01	1603.0	1716.0	11.0
2013-09-01	2104.0	2206.0	26.0
2013-09-02	823.0	928.0	-7.0
2013-09-02	1244.0	1339.0	-21.0
2013-09-02	1612.0	1720.0	15.0
2013-09-02	2110.0	2245.0	65.0
2013-09-05	818.0	922.0	-13.0
2013-09-05	1246.0	1344.0	-16.0
2013-09-05	1539.0	1653.0	-12.0
2013-09-05	2021.0	2132.0	-8.0
2013-09-10	822.0	934.0	-1.0
2013-09-10	1242.0	1337.0	-23.0
2013-09-10	1552.0	1701.0	-4.0
2013-09-10	2027.0	2132.0	-8.0
2013-09-12	821.0	918.0	-17.0
2013-09-12	1310.0	1416.0	16.0
2013-09-12	1602.0	0.0	0.0
2013-09-12	0.0	0.0	0.0
2013-09-13	822.0	930.0	-5.0
2013-09-13	1244.0	1353.0	-7.0
2013-09-13	1628.0	1858.0	113.0
2013-09-13	2039.0	2156.0	16.0
2013-09-16	821.0	928.0	-7.0
2013-09-16	1243.0	1345.0	-15.0
2013-09-16	1541.0	1655.0	-10.0
2013-09-16	2017.0	2126.0	-14.0
2013-09-22	821.0	934.0	-1.0
2013-09-22	1244.0	1345.0	-15.0
2013-09-22	1539.0	1742.0	37.0
2013-09-22	2039.0	2137.0	-3.0
2013-09-29	831.0	952.0	17.0
2013-09-29	1247.0	1336.0	-24.0
2013-09-29	1545.0	1651.0	-14.0
2013-09-29	2024.0	2123.0	-17.0
2013-09-30	821.0	925.0	-10.0
2013-09-30	1239.0	1334.0	-26.0
2013-09-30	1616.0	1736.0	31.0
2013-09-30	2022.0	2127.0	-13.0
2013-10-04	821.0	942.0	7.0
2013-10-04	1245.0	1352.0	-8.0
2013-10-04	1551.0	1658.0	-7.0
2013-10-04	2020.0	2138.0	-2.0
2013-10-06	824.0	924.0	-11.0
2013-10-06	1327.0	1432.0	32.0
2013-10-06	1547.0	1752.0	47.0
2013-10-06	2054.0	2215.0	35.0
2013-10-07	823.0	929.0	-6.0
2013-10-07	1246.0	1351.0	-9.0
2013-10-07	1557.0	1719.0	14.0
2013-10-07	2041.0	2138.0	-2.0
2013-10-12	825.0	939.0	4.0
2013-10-12	1249.0	1353.0	-7.0
2013-10-12	1544.0	1708.0	3.0
2013-10-12	2037.0	2143.0	3.0
2013-10-18	825.0	927.0	-8.0
2013-10-18	1246.0	1346.0	-14.0
2013-10-18	1548.0	1708.0	3.0
2013-10-18	2023.0	2120.0	-20.0
2013-10-22	823.0	921.0	-14.0
2013-10-22	1247.0	1359.0	-1.0
2013-10-22	1540.0	1704.0	-1.0
2013-10-22	2021.0	2120.0	-20.0
2013-10-27	820.0	934.0	-1.0
2013-10-27	1242.0	1341.0	-19.0
2013-10-27	1557.0	1713.0	8.0
2013-10-27	2021.0	2114.0	-26.0
2013-10-30	823.0	929.0	-6.0
2013-10-30	1252.0	1356.0	-4.0
2013-10-30	1541.0	1702.0	-3.0
2013-10-30	2017.0	2130.0	-10.0
2013-10-31	823.0	937.0	2.0
2013-10-31	1248.0	1343.0	-17.0
2013-10-31	1536.0	1706.0	1.0
2013-10-31	2021.0	2147.0	7.0
2013-11-01	822.0	929.0	-6.0
2013-11-01	1244.0	1346.0	-14.0
2013-11-01	1541.0	1648.0	-17.0
2013-11-01	2019.0	2124.0	-16.0
2013-11-03	818.0	917.0	-18.0
2013-11-03	1244.0	1334.0	-26.0
2013-11-03	1554.0	1651.0	-14.0
2013-11-03	2022.0	2136.0	-4.0
2013-11-07	825.0	921.0	-14.0
2013-11-07	1247.0	1343.0	-17.0
2013-11-07	1558.0	1722.0	17.0
2013-11-07	2121.0	2239.0	59.0
2013-11-10	822.0	925.0	-10.0
2013-11-10	1241.0	1336.0	-24.0
2013-11-10	1538.0	1702.0	-3.0
2013-11-10	2026.0	2156.0	16.0
2013-11-12	828.0	916.0	-19.0
2013-11-12	1256.0	1347.0	-13.0
2013-11-12	1542.0	1652.0	-13.0
2013-11-12	2021.0	2125.0	-15.0
2013-11-17	822.0	918.0	-17.0
2013-11-17	1246.0	1355.0	-5.0
2013-11-17	1604.0	1713.0	8.0
2013-11-17	2110.0	2218.0	38.0
2013-11-18	825.0	926.0	-9.0
2013-11-18	1339.0	1425.0	25.0
2013-11-18	1543.0	1705.0	0.0
2013-11-18	2021.0	2155.0	15.0
2013-11-22	753.0	856.0	-14.0
2013-11-22	1248.0	1404.0	14.0
2013-11-22	1725.0	1851.0	6.0
2013-11-22	2029.0	2128.0	18.0
2013-11-26	756.0	855.0	-15.0
2013-11-26	1248.0	1346.0	-4.0
2013-11-26	1720.0	1826.0	-19.0
2013-11-26	1957.0	2110.0	0.0
2013-11-27	814.0	930.0	20.0
2013-11-27	1251.0	1356.0	6.0
2013-11-27	1724.0	1849.0	4.0
2013-11-27	2013.0	2130.0	20.0
2013-12-01	834.0	940.0	30.0
2013-12-01	1245.0	1354.0	4.0
2013-12-01	1830.0	1936.0	51.0
2013-12-01	2007.0	2106.0	-4.0
2013-12-05	759.0	856.0	-14.0
2013-12-05	1254.0	1404.0	14.0
2013-12-05	1719.0	1942.0	57.0
2013-12-05	2026.0	2125.0	15.0
2013-12-06	817.0	923.0	13.0
2013-12-06	1245.0	1405.0	15.0
2013-12-06	1716.0	1816.0	-29.0
2013-12-06	1955.0	2058.0	-12.0
2013-12-07	757.0	857.0	-13.0
2013-12-07	1342.0	1432.0	42.0
2013-12-07	1727.0	1828.0	-17.0
2013-12-07	1953.0	2057.0	-13.0
2013-12-09	802.0	914.0	4.0
2013-12-09	1357.0	1456.0	66.0
2013-12-09	1800.0	1917.0	32.0
2013-12-09	1955.0	2104.0	-6.0
2013-12-10	1048.0	1210.0	180.0
2013-12-10	0.0	0.0	0.0
2013-12-10	1826.0	2035.0	110.0
2013-12-10	2030.0	2205.0	55.0
2013-12-14	753.0	849.0	-21.0
2013-12-14	1306.0	1422.0	32.0
2013-12-14	0.0	0.0	0.0
2013-12-14	0.0	0.0	0.0
2013-12-15	923.0	1045.0	95.0
2013-12-15	1509.0	1613.0	143.0
2013-12-15	1926.0	2027.0	102.0
2013-12-15	2009.0	2114.0	4.0
2013-12-16	800.0	908.0	-2.0
2013-12-16	1250.0	1345.0	-5.0
2013-12-16	1831.0	1948.0	63.0
2013-12-16	2003.0	2107.0	-3.0
2013-12-17	850.0	1009.0	59.0
2013-12-17	1438.0	1612.0	142.0
2013-12-17	1920.0	2238.0	233.0
2013-12-17	0.0	0.0	0.0
2013-12-22	839.0	943.0	33.0
2013-12-22	1249.0	1341.0	-9.0
2013-12-22	1725.0	1918.0	33.0
2013-12-22	2015.0	2127.0	17.0
2013-12-23	820.0	916.0	6.0
2013-12-23	1251.0	1344.0	-6.0
2013-12-23	1740.0	1850.0	5.0
2013-12-23	2009.0	2109.0	-1.0
2013-12-26	755.0	858.0	-12.0
2013-12-26	1251.0	1350.0	0.0
2013-12-26	1720.0	1831.0	-14.0
2013-12-26	1957.0	2107.0	-3.0
2013-12-29	806.0	911.0	1.0
2013-12-29	1305.0	1408.0	18.0
2013-12-29	1914.0	2027.0	102.0
2013-12-29	2005.0	2128.0	18.0
2013-12-31	1241.0	1335.0	-15.0
2013-12-31	1727.0	1840.0	-5.0
2013-12-31	1958.0	2059.0	-11.0
2013-01-06	807.0	914.0	-11.0
2013-01-06	1237.0	1334.0	-16.0
2013-01-06	1649.0	1744.0	-36.0
2013-01-06	2028.0	2131.0	1.0
2013-01-09	807.0	914.0	-11.0
2013-01-09	1233.0	1339.0	-11.0
2013-01-09	1644.0	1759.0	-21.0
2013-01-09	2011.0	2111.0	-19.0
2013-01-11	806.0	907.0	-18.0
2013-01-11	1237.0	1332.0	-18.0
2013-01-11	1644.0	1754.0	-26.0
2013-01-11	2011.0	2118.0	-12.0
2013-01-12	810.0	923.0	-2.0
2013-01-12	1242.0	1359.0	9.0
2013-01-12	1646.0	1804.0	-16.0
2013-01-12	2012.0	2122.0	-8.0
2013-01-13	804.0	907.0	-18.0
2013-01-13	1240.0	1336.0	-14.0
2013-01-13	1649.0	1803.0	-17.0
2013-01-13	0.0	0.0	0.0
2013-01-16	811.0	955.0	30.0
2013-01-16	1454.0	1602.0	132.0
2013-01-16	1718.0	1822.0	2.0
2013-01-16	2228.0	2326.0	116.0
2013-01-21	812.0	912.0	-13.0
2013-01-21	1240.0	1342.0	-8.0
2013-01-21	1649.0	1758.0	-22.0
2013-01-21	2025.0	2340.0	0.0
2013-01-22	827.0	950.0	25.0
2013-01-22	1311.0	1404.0	14.0
2013-01-22	1649.0	1748.0	-32.0
2013-01-22	2006.0	2113.0	-17.0
2013-01-25	811.0	907.0	-18.0
2013-01-25	1236.0	1328.0	-22.0
2013-01-25	1704.0	1812.0	-8.0
2013-01-25	2041.0	2234.0	64.0
2013-01-26	806.0	934.0	9.0
2013-01-26	1235.0	1334.0	-16.0
2013-01-26	1701.0	1808.0	-12.0
2013-01-26	2010.0	2116.0	-14.0
2013-01-28	805.0	910.0	-15.0
2013-01-28	1236.0	1359.0	9.0
2013-01-28	1652.0	1818.0	-2.0
2013-01-28	2047.0	2206.0	36.0
2013-01-29	802.0	904.0	-21.0
2013-01-29	1237.0	1330.0	-20.0
2013-01-29	1828.0	1951.0	91.0
2013-01-29	2041.0	2143.0	13.0
2013-01-30	812.0	926.0	1.0
2013-01-30	1234.0	1338.0	-12.0
2013-01-30	1706.0	1841.0	21.0
2013-01-30	2016.0	2128.0	-2.0
2013-01-31	804.0	914.0	-11.0
2013-01-31	1233.0	1320.0	-30.0
2013-01-31	1646.0	1748.0	-32.0
2013-01-31	2121.0	2227.0	57.0
2013-02-03	819.0	941.0	16.0
2013-02-03	1240.0	1333.0	-17.0
2013-02-03	1647.0	1752.0	-28.0
2013-02-03	2016.0	2118.0	-12.0
2013-02-05	803.0	914.0	-11.0
2013-02-05	1234.0	1330.0	-20.0
2013-02-05	1702.0	1821.0	1.0
2013-02-05	2012.0	2116.0	-14.0
2013-02-06	808.0	918.0	-7.0
2013-02-06	1238.0	1326.0	-24.0
2013-02-06	1644.0	1750.0	-30.0
2013-02-06	2010.0	2118.0	-12.0
2013-02-08	820.0	930.0	5.0
2013-02-08	0.0	0.0	0.0
2013-02-08	0.0	0.0	0.0
2013-02-08	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-09	0.0	0.0	0.0
2013-02-10	808.0	916.0	-9.0
2013-02-10	1243.0	1348.0	-2.0
2013-02-10	1706.0	1821.0	1.0
2013-02-10	2026.0	2149.0	19.0
2013-02-11	808.0	916.0	-9.0
2013-02-11	1248.0	1404.0	14.0
2013-02-11	1658.0	1823.0	3.0
2013-02-11	2355.0	105.0	215.0
2013-02-14	807.0	914.0	-11.0
2013-02-14	1230.0	1325.0	-25.0
2013-02-14	1650.0	1752.0	-28.0
2013-02-14	2010.0	2126.0	-4.0
2013-02-16	846.0	1010.0	45.0
2013-02-16	1352.0	1445.0	55.0
2013-02-16	1645.0	1746.0	-34.0
2013-02-16	2010.0	2113.0	-17.0
2013-02-17	801.0	1525.0	0.0
2013-02-17	0.0	0.0	0.0
2013-02-17	1750.0	1912.0	52.0
2013-02-17	2014.0	2127.0	-3.0
2013-02-19	805.0	906.0	-19.0
2013-02-19	1239.0	1333.0	-17.0
2013-02-19	1657.0	1832.0	12.0
2013-02-19	2012.0	2138.0	8.0
2013-02-20	806.0	917.0	-8.0
2013-02-20	1241.0	1346.0	-4.0
2013-02-20	1741.0	1905.0	45.0
2013-02-20	2124.0	2231.0	61.0
2013-02-23	855.0	1001.0	36.0
2013-02-23	1251.0	1352.0	2.0
2013-02-23	1648.0	1806.0	-14.0
2013-02-23	2042.0	2224.0	54.0
2013-02-24	807.0	909.0	-16.0
2013-02-24	1236.0	1342.0	-8.0
2013-02-24	1707.0	1847.0	27.0
2013-02-24	2248.0	2358.0	148.0
2013-02-25	831.0	928.0	3.0
2013-02-25	1239.0	1335.0	-15.0
2013-02-25	1646.0	1805.0	-15.0
2013-02-25	2124.0	2230.0	60.0
2013-02-27	830.0	1001.0	36.0
2013-02-27	1448.0	1546.0	116.0
2013-02-27	1818.0	1929.0	69.0
2013-02-27	2100.0	2211.0	41.0
2013-03-03	802.0	857.0	-28.0
2013-03-03	1237.0	1349.0	-1.0
2013-03-03	1645.0	1748.0	-32.0
2013-03-03	2028.0	2149.0	19.0
2013-03-04	805.0	915.0	-10.0
2013-03-04	1240.0	1351.0	1.0
2013-03-04	1814.0	1934.0	74.0
2013-03-04	2007.0	2124.0	-6.0
2013-03-05	804.0	902.0	-23.0
2013-03-05	1243.0	1340.0	-10.0
2013-03-05	1649.0	1805.0	-15.0
2013-03-05	2013.0	2118.0	-12.0
2013-03-06	808.0	912.0	-13.0
2013-03-06	1238.0	1404.0	14.0
2013-03-06	1744.0	1924.0	64.0
2013-03-06	0.0	0.0	0.0
2013-03-07	807.0	953.0	28.0
2013-03-07	1258.0	1412.0	22.0
2013-03-07	1742.0	2045.0	145.0
2013-03-07	2053.0	2325.0	115.0
2013-03-08	0.0	0.0	0.0
2013-03-08	1246.0	1552.0	122.0
2013-03-08	1854.0	2010.0	110.0
2013-03-08	2122.0	2242.0	72.0
2013-03-12	806.0	905.0	-20.0
2013-03-12	1239.0	1345.0	-5.0
2013-03-12	1733.0	1853.0	33.0
2013-03-12	2014.0	2137.0	7.0
2013-03-18	806.0	905.0	-20.0
2013-03-18	1239.0	1335.0	-15.0
2013-03-18	1648.0	1809.0	-11.0
2013-03-18	2223.0	11.0	161.0
2013-03-19	812.0	935.0	10.0
2013-03-19	1307.0	1414.0	24.0
2013-03-19	1655.0	1822.0	2.0
2013-03-19	2039.0	2154.0	24.0
